name,address,lat,lng,license_number,hotel_type,source,raw_data
薇閣旅館,"104臺北市中山區錦州街27、29號,31號2-4樓",25.0602810,121.5257840,臺北市旅館059號,,一般旅館,"{""_id"": 32, ""_importdate"": {""date"": ""2025-12-29 11:10:45.001602"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館059號"", ""旅館名稱"": ""薇閣旅館"", ""電話或手機號碼"": ""(02)25318000"", ""營業地址"": ""104臺北市中山區錦州街27、29號,31號2-4樓"", ""客房最低定價"": ""3800"", ""客房最高定價"": ""9000"", ""房間數"": ""87""}"
薇閣精品旅館,104臺北市中山區敬業三路11號2-7樓,25.0835720,121.5559070,臺北市旅館342號,,一般旅館,"{""_id"": 212, ""_importdate"": {""date"": ""2025-12-29 11:10:45.226568"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館342號"", ""旅館名稱"": ""薇閣精品旅館"", ""電話或手機號碼"": ""(02)85026000"", ""營業地址"": ""104臺北市中山區敬業三路11號2-7樓"", ""客房最低定價"": ""4700"", ""客房最高定價"": ""16800"", ""房間數"": ""96""}"
藝宿商旅,103臺北市大同區重慶北路一段116號2樓至11樓及11樓夾層,,,臺北市旅館538號,,一般旅館,"{""_id"": 351, ""_importdate"": {""date"": ""2025-12-29 11:10:45.399385"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館538號"", ""旅館名稱"": ""藝宿商旅"", ""電話或手機號碼"": ""(02)25506655"", ""營業地址"": ""103臺北市大同區重慶北路一段116號2樓至11樓及11樓夾層"", ""客房最低定價"": ""6160"", ""客房最高定價"": ""8800"", ""房間數"": ""69""}"
藝築文旅台北站前館,100臺北市中正區襄陽路8號3至11樓,25.0433330,121.5134570,臺北市旅館744號,,一般旅館,"{""_id"": 513, ""_importdate"": {""date"": ""2025-12-29 11:10:45.573710"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館744號"", ""旅館名稱"": ""藝築文旅台北站前館"", ""電話或手機號碼"": ""(02)23820150"", ""營業地址"": ""100臺北市中正區襄陽路8號3至11樓"", ""客房最低定價"": ""28800"", ""客房最高定價"": ""39800"", ""房間數"": ""90""}"
藝築文旅昆明館,108臺北市萬華區昆明街79號10樓,25.0428410,121.5048650,臺北市旅館789號,,一般旅館,"{""_id"": 557, ""_importdate"": {""date"": ""2025-12-29 11:10:45.622046"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館789號"", ""旅館名稱"": ""藝築文旅昆明館"", ""電話或手機號碼"": ""(02)23610330、 0987-227100"", ""營業地址"": ""108臺北市萬華區昆明街79號10樓"", ""客房最低定價"": ""45800"", ""客房最高定價"": ""49800"", ""房間數"": ""14""}"
藝築文旅開封館,108臺北市萬華區開封街二段63號,25.0470640,121.5052540,臺北市旅館715號,,一般旅館,"{""_id"": 490, ""_importdate"": {""date"": ""2025-12-29 11:10:45.549038"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館715號"", ""旅館名稱"": ""藝築文旅開封館"", ""電話或手機號碼"": ""(02)23312986"", ""營業地址"": ""108臺北市萬華區開封街二段63號"", ""客房最低定價"": ""4280"", ""客房最高定價"": ""17800"", ""房間數"": ""12""}"
蜂巢 Bee House,"103臺北市大同區太原路55, 57號2至5樓",25.0510160,121.5154800,臺北市旅館448號,,一般旅館,"{""_id"": 288, ""_importdate"": {""date"": ""2025-12-29 11:10:45.320926"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館448號"", ""旅館名稱"": ""蜂巢 Bee House"", ""電話或手機號碼"": ""(02)25599000"", ""營業地址"": ""103臺北市大同區太原路55, 57號2至5樓"", ""客房最低定價"": ""5200"", ""客房最高定價"": ""7200"", ""房間數"": ""31""}"
西悠巢旅台北館,103臺北市大同區民生西路198號之2 (代表號),25.0569810,121.5163690,臺北市旅館425號,,一般旅館,"{""_id"": 269, ""_importdate"": {""date"": ""2025-12-29 11:10:45.296300"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館425號"", ""旅館名稱"": ""西悠巢旅台北館"", ""電話或手機號碼"": ""(02)25585500"", ""營業地址"": ""103臺北市大同區民生西路198號之2 (代表號)"", ""客房最低定價"": ""3400"", ""客房最高定價"": ""5280"", ""房間數"": ""87""}"
西門大飯店,108臺北市萬華區中華路一段78號2-6樓,25.0455700,121.5088460,臺北市旅館115號,,一般旅館,"{""_id"": 68, ""_importdate"": {""date"": ""2025-12-29 11:10:45.049705"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館115號"", ""旅館名稱"": ""西門大飯店"", ""電話或手機號碼"": ""(02)23819922"", ""營業地址"": ""108臺北市萬華區中華路一段78號2-6樓"", ""客房最低定價"": ""2180"", ""客房最高定價"": ""24880"", ""房間數"": ""78""}"
西門大飯店西寧館,108臺北市萬華區西寧南路36號10樓之3,25.0455910,121.5066400,臺北市旅館361號,,一般旅館,"{""_id"": 223, ""_importdate"": {""date"": ""2025-12-29 11:10:45.240760"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館361號"", ""旅館名稱"": ""西門大飯店西寧館"", ""電話或手機號碼"": ""(02)23615205"", ""營業地址"": ""108臺北市萬華區西寧南路36號10樓之3"", ""客房最低定價"": ""11000"", ""客房最高定價"": ""20000"", ""房間數"": ""22""}"
西門希爾商旅,108臺北市萬華區峨眉街28號4樓之1、4樓之2、4樓之3,,,臺北市旅館759號,,一般旅館,"{""_id"": 527, ""_importdate"": {""date"": ""2025-12-29 11:10:45.588099"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館759號"", ""旅館名稱"": ""西門希爾商旅"", ""電話或手機號碼"": ""(02)23810081"", ""營業地址"": ""108臺北市萬華區峨眉街28號4樓之1、4樓之2、4樓之3"", ""客房最低定價"": ""600"", ""客房最高定價"": ""4800"", ""房間數"": ""15""}"
西門星辰大飯店,108臺北市萬華區峨眉街94號2至9樓,25.0442120,121.5036350,臺北市旅館398號,,一般旅館,"{""_id"": 249, ""_importdate"": {""date"": ""2025-12-29 11:10:45.275068"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館398號"", ""旅館名稱"": ""西門星辰大飯店"", ""電話或手機號碼"": ""(02)23898898"", ""營業地址"": ""108臺北市萬華區峨眉街94號2至9樓"", ""客房最低定價"": ""4880"", ""客房最高定價"": ""9380"", ""房間數"": ""65""}"
西門星辰精典大飯店,108臺北市萬華區峨眉街72號1至8樓,25.0440450,121.5043820,臺北市旅館397號,,一般旅館,"{""_id"": 248, ""_importdate"": {""date"": ""2025-12-29 11:10:45.273719"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館397號"", ""旅館名稱"": ""西門星辰精典大飯店"", ""電話或手機號碼"": ""(02)23831123"", ""營業地址"": ""108臺北市萬華區峨眉街72號1至8樓"", ""客房最低定價"": ""3380"", ""客房最高定價"": ""5380"", ""房間數"": ""25""}"
西門航棧旅館,"108臺北市萬華區中華路一段144號7-8樓,7樓之1,8樓之1",,,臺北市旅館387號,,一般旅館,"{""_id"": 242, ""_importdate"": {""date"": ""2025-12-29 11:10:45.265799"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館387號"", ""旅館名稱"": ""西門航棧旅館"", ""電話或手機號碼"": ""(02)23880777"", ""營業地址"": ""108臺北市萬華區中華路一段144號7-8樓,7樓之1,8樓之1"", ""客房最低定價"": ""2280"", ""客房最高定價"": ""22880"", ""房間數"": ""38""}"
西門邑居自由旅行會館,108臺北市萬華區西寧南路67號10樓,25.0462030,121.5070260,臺北市旅館410號,,一般旅館,"{""_id"": 256, ""_importdate"": {""date"": ""2025-12-29 11:10:45.283083"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館410號"", ""旅館名稱"": ""西門邑居自由旅行會館"", ""電話或手機號碼"": ""(02)23616167"", ""營業地址"": ""108臺北市萬華區西寧南路67號10樓"", ""客房最低定價"": ""2300"", ""客房最高定價"": ""3800"", ""房間數"": ""8""}"
西門雲町旅店,108臺北市萬華區漢中街52號12樓至13樓,25.0439300,121.5072080,臺北市旅館776號,,一般旅館,"{""_id"": 544, ""_importdate"": {""date"": ""2025-12-29 11:10:45.606978"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館776號"", ""旅館名稱"": ""西門雲町旅店"", ""電話或手機號碼"": ""(02)23112555"", ""營業地址"": ""108臺北市萬華區漢中街52號12樓至13樓"", ""客房最低定價"": ""12000"", ""客房最高定價"": ""20000"", ""房間數"": ""32""}"
見潭璞旅,111臺北市士林區承德路四段250號,25.0891800,121.5203820,臺北市旅館746號,,一般旅館,"{""_id"": 515, ""_importdate"": {""date"": ""2025-12-29 11:10:45.575982"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館746號"", ""旅館名稱"": ""見潭璞旅"", ""電話或手機號碼"": ""(02)28831777"", ""營業地址"": ""111臺北市士林區承德路四段250號"", ""客房最低定價"": ""12000"", ""客房最高定價"": ""20000"", ""房間數"": ""240""}"
詩漫精品旅館,100臺北市中正區館前路8號6樓,25.0458170,121.5148920,臺北市旅館573號,,一般旅館,"{""_id"": 378, ""_importdate"": {""date"": ""2025-12-29 11:10:45.429881"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館573號"", ""旅館名稱"": ""詩漫精品旅館"", ""電話或手機號碼"": ""(02)23820111"", ""營業地址"": ""100臺北市中正區館前路8號6樓"", ""客房最低定價"": ""9770"", ""客房最高定價"": ""11530"", ""房間數"": ""33""}"
誠品行旅,110臺北市信義區菸廠路98號、2樓、3樓,25.0446550,121.5617340,臺北市旅館479號,,一般旅館,"{""_id"": 313, ""_importdate"": {""date"": ""2025-12-29 11:10:45.354523"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館479號"", ""旅館名稱"": ""誠品行旅"", ""電話或手機號碼"": ""(02)66262888"", ""營業地址"": ""110臺北市信義區菸廠路98號、2樓、3樓"", ""客房最低定價"": ""26000"", ""客房最高定價"": ""200000"", ""房間數"": ""104""}"
謙匯普樂室行旅,110臺北市信義區信義路5段109號地下1樓,25.0350680,121.5754100,臺北市旅館647號,,一般旅館,"{""_id"": 435, ""_importdate"": {""date"": ""2025-12-29 11:10:45.490588"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館647號"", ""旅館名稱"": ""謙匯普樂室行旅"", ""電話或手機號碼"": ""(02)87864188"", ""營業地址"": ""110臺北市信義區信義路5段109號地下1樓"", ""客房最低定價"": ""580"", ""客房最高定價"": ""9900"", ""房間數"": ""40""}"
謙商旅(谷墨商旅-師大館),106臺北市大安區和平東路一段145號2至4樓、147 號5至6樓、6樓之1、6樓之2,,,臺北市旅館627號,,一般旅館,"{""_id"": 418, ""_importdate"": {""date"": ""2025-12-29 11:10:45.472904"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館627號"", ""旅館名稱"": ""謙商旅(谷墨商旅-師大館)"", ""電話或手機號碼"": ""(02)23955535"", ""營業地址"": ""106臺北市大安區和平東路一段145號2至4樓、147 號5至6樓、6樓之1、6樓之2"", ""客房最低定價"": ""15880"", ""客房最高定價"": ""20880"", ""房間數"": ""92""}"
謙商旅-東門館,100臺北市中正區信義路二段163號,25.0340670,121.5288750,臺北市旅館434號,,一般旅館,"{""_id"": 276, ""_importdate"": {""date"": ""2025-12-29 11:10:45.304347"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館434號"", ""旅館名稱"": ""謙商旅-東門館"", ""電話或手機號碼"": ""(02)23582520"", ""營業地址"": ""100臺北市中正區信義路二段163號"", ""客房最低定價"": ""7880"", ""客房最高定價"": ""20880"", ""房間數"": ""85""}"
豐宿創新壹旅,103臺北市大同區南京西路165號6樓,25.0540670,121.5129540,臺北市旅館788號,,一般旅館,"{""_id"": 556, ""_importdate"": {""date"": ""2025-12-29 11:10:45.619513"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館788號"", ""旅館名稱"": ""豐宿創新壹旅"", ""電話或手機號碼"": ""(02)77557937、 0958-089188"", ""營業地址"": ""103臺北市大同區南京西路165號6樓"", ""客房最低定價"": ""2500"", ""客房最高定價"": ""12000"", ""房間數"": ""28""}"
豪城商旅民生館,105臺北市松山區民生東路三段113巷7弄11號1樓至6樓,,,臺北市旅館703號,,一般旅館,"{""_id"": 480, ""_importdate"": {""date"": ""2025-12-29 11:10:45.538687"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館703號"", ""旅館名稱"": ""豪城商旅民生館"", ""電話或手機號碼"": ""(02)27137078"", ""營業地址"": ""105臺北市松山區民生東路三段113巷7弄11號1樓至6樓"", ""客房最低定價"": ""3200"", ""客房最高定價"": ""4000"", ""房間數"": ""38""}"
豪景大酒店新館,108臺北市萬華區成都路173之1號B2及1至7樓,25.0442780,121.5016250,臺北市旅館488號,,一般旅館,"{""_id"": 320, ""_importdate"": {""date"": ""2025-12-29 11:10:45.363777"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館488號"", ""旅館名稱"": ""豪景大酒店新館"", ""電話或手機號碼"": ""(02)23113130"", ""營業地址"": ""108臺北市萬華區成都路173之1號B2及1至7樓"", ""客房最低定價"": ""6600"", ""客房最高定價"": ""11000"", ""房間數"": ""48""}"
豪爵旅館,104臺北市中山區吉林路379巷20號1至7樓及20之1號2樓至7樓、德惠街170巷24號1樓,,,臺北市旅館357號,,一般旅館,"{""_id"": 221, ""_importdate"": {""date"": ""2025-12-29 11:10:45.238303"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館357號"", ""旅館名稱"": ""豪爵旅館"", ""電話或手機號碼"": ""(02)25942977"", ""營業地址"": ""104臺北市中山區吉林路379巷20號1至7樓及20之1號2樓至7樓、德惠街170巷24號1樓"", ""客房最低定價"": ""1780"", ""客房最高定價"": ""6200"", ""房間數"": ""53""}"
豪贊旅店,108臺北市萬華區昆明街34號2樓,25.0470060,121.5058820,臺北市旅館246號,,一般旅館,"{""_id"": 144, ""_importdate"": {""date"": ""2025-12-29 11:10:45.143777"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館246號"", ""旅館名稱"": ""豪贊旅店"", ""電話或手機號碼"": ""(02)23702199"", ""營業地址"": ""108臺北市萬華區昆明街34號2樓"", ""客房最低定價"": ""10000"", ""客房最高定價"": ""20000"", ""房間數"": ""14""}"
貓尾口袋（西門館）,108臺北市萬華區康定路25巷1號2至4樓,25.0436740,121.5040450,臺北市旅館800號,,一般旅館,"{""_id"": 568, ""_importdate"": {""date"": ""2025-12-29 11:10:45.643123"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館800號"", ""旅館名稱"": ""貓尾口袋（西門館）"", ""電話或手機號碼"": ""(02)25586002"", ""營業地址"": ""108臺北市萬華區康定路25巷1號2至4樓"", ""客房最低定價"": ""18000"", ""客房最高定價"": ""18000"", ""房間數"": ""10""}"
貴族商務旅館,"111臺北市士林區忠誠路二段21巷10,12號1至6樓",,,臺北市旅館271號,,一般旅館,"{""_id"": 164, ""_importdate"": {""date"": ""2025-12-29 11:10:45.171157"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館271號"", ""旅館名稱"": ""貴族商務旅館"", ""電話或手機號碼"": ""(02)28323388"", ""營業地址"": ""111臺北市士林區忠誠路二段21巷10,12號1至6樓"", ""客房最低定價"": ""2280"", ""客房最高定價"": ""5560"", ""房間數"": ""49""}"
貴都飯店,108臺北市萬華區西藏路192-1號,25.0300660,121.5029160,臺北市旅館297號,,一般旅館,"{""_id"": 180, ""_importdate"": {""date"": ""2025-12-29 11:10:45.188327"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館297號"", ""旅館名稱"": ""貴都飯店"", ""電話或手機號碼"": ""(02)23029345"", ""營業地址"": ""108臺北市萬華區西藏路192-1號"", ""客房最低定價"": ""10800"", ""客房最高定價"": ""22800"", ""房間數"": ""69""}"
賓王大飯店,103臺北市大同區南京西路163號3至4樓,25.0540830,121.5131290,臺北市旅館132號,,一般旅館,"{""_id"": 81, ""_importdate"": {""date"": ""2025-12-29 11:10:45.068038"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館132號"", ""旅館名稱"": ""賓王大飯店"", ""電話或手機號碼"": ""(02)25555182"", ""營業地址"": ""103臺北市大同區南京西路163號3至4樓"", ""客房最低定價"": ""5500"", ""客房最高定價"": ""15000"", ""房間數"": ""53""}"
賦樂旅居,106臺北市大安區大安路一段56號、56號4樓,25.0396140,121.5460760,臺北市旅館509號,,一般旅館,"{""_id"": 334, ""_importdate"": {""date"": ""2025-12-29 11:10:45.381182"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館509號"", ""旅館名稱"": ""賦樂旅居"", ""電話或手機號碼"": ""(02)27111118"", ""營業地址"": ""106臺北市大安區大安路一段56號、56號4樓"", ""客房最低定價"": ""16170"", ""客房最高定價"": ""24255"", ""房間數"": ""42""}"
趣旅館‧林森館,104臺北市中山區林森北路487號1樓至2樓,25.0612960,121.5262930,臺北市旅館557號,,一般旅館,"{""_id"": 365, ""_importdate"": {""date"": ""2025-12-29 11:10:45.416756"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館557號"", ""旅館名稱"": ""趣旅館‧林森館"", ""電話或手機號碼"": ""(02)25683242"", ""營業地址"": ""104臺北市中山區林森北路487號1樓至2樓"", ""客房最低定價"": ""3650"", ""客房最高定價"": ""11700"", ""房間數"": ""123""}"
趣西門旅店,108臺北市萬華區武昌街二段72號7樓,25.0447310,121.5061750,臺北市旅館737號,,一般旅館,"{""_id"": 508, ""_importdate"": {""date"": ""2025-12-29 11:10:45.568265"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館737號"", ""旅館名稱"": ""趣西門旅店"", ""電話或手機號碼"": ""(02)23618266"", ""營業地址"": ""108臺北市萬華區武昌街二段72號7樓"", ""客房最低定價"": ""10000"", ""客房最高定價"": ""20000"", ""房間數"": ""27""}"
路境行旅-府前館,100臺北市中正區重慶南路一段86號,25.0430760,121.5130930,臺北市旅館439號,,一般旅館,"{""_id"": 280, ""_importdate"": {""date"": ""2025-12-29 11:10:45.309999"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館439號"", ""旅館名稱"": ""路境行旅-府前館"", ""電話或手機號碼"": ""(02)23899595"", ""營業地址"": ""100臺北市中正區重慶南路一段86號"", ""客房最低定價"": ""6880"", ""客房最高定價"": ""22880"", ""房間數"": ""158""}"
路徒PLUS行旅-主題館,100臺北市中正區忠孝西路一段80號5至12樓,25.0468660,121.5137660,臺北市旅館727號,,一般旅館,"{""_id"": 498, ""_importdate"": {""date"": ""2025-12-29 11:10:45.557099"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館727號"", ""旅館名稱"": ""路徒PLUS行旅-主題館"", ""電話或手機號碼"": ""(02)23311788"", ""營業地址"": ""100臺北市中正區忠孝西路一段80號5至12樓"", ""客房最低定價"": ""18880"", ""客房最高定價"": ""43880"", ""房間數"": ""109""}"
路徒PLUS行旅-站前館,100臺北市中正區忠孝西路一段80號4樓、24至35樓,,,臺北市旅館742號,,一般旅館,"{""_id"": 511, ""_importdate"": {""date"": ""2025-12-29 11:10:45.571517"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館742號"", ""旅館名稱"": ""路徒PLUS行旅-站前館 "", ""電話或手機號碼"": ""(02)23886366"", ""營業地址"": ""100臺北市中正區忠孝西路一段80號4樓、24至35樓"", ""客房最低定價"": ""33888"", ""客房最高定價"": ""48888"", ""房間數"": ""127""}"
路徒行旅-中華館,100臺北市中正區延平南路68號,25.0449290,121.5103260,臺北市旅館562號,,一般旅館,"{""_id"": 370, ""_importdate"": {""date"": ""2025-12-29 11:10:45.421499"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館562號"", ""旅館名稱"": ""路徒行旅-中華館"", ""電話或手機號碼"": ""(02)23120589"", ""營業地址"": ""100臺北市中正區延平南路68號"", ""客房最低定價"": ""8880"", ""客房最高定價"": ""35880"", ""房間數"": ""68""}"
迪樂商旅,103臺北市大同區延平北路一段121號1至6樓,25.0528660,121.5119190,臺北市旅館046號,,一般旅館,"{""_id"": 23, ""_importdate"": {""date"": ""2025-12-29 11:10:44.990667"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館046號"", ""旅館名稱"": ""迪樂商旅"", ""電話或手機號碼"": ""(02)25551130"", ""營業地址"": ""103臺北市大同區延平北路一段121號1至6樓"", ""客房最低定價"": ""1580"", ""客房最高定價"": ""15800"", ""房間數"": ""28""}"
途中‧台北國際青年旅舍,112臺北市北投區光明路82號1至5樓,25.1330240,121.5006410,臺北市旅館451號,,一般旅館,"{""_id"": 291, ""_importdate"": {""date"": ""2025-12-29 11:10:45.325013"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館451號"", ""旅館名稱"": ""途中‧台北國際青年旅舍"", ""電話或手機號碼"": ""(02)28910230"", ""營業地址"": ""112臺北市北投區光明路82號1至5樓"", ""客房最低定價"": ""2000"", ""客房最高定價"": ""5600"", ""房間數"": ""10""}"
進綵商旅,103臺北市大同區迪化街一段334號1至3樓,25.0621830,121.5091680,臺北市旅館581號,,一般旅館,"{""_id"": 385, ""_importdate"": {""date"": ""2025-12-29 11:10:45.437549"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館581號"", ""旅館名稱"": ""進綵商旅"", ""電話或手機號碼"": ""(02)25536711"", ""營業地址"": ""103臺北市大同區迪化街一段334號1至3樓"", ""客房最低定價"": ""5750"", ""客房最高定價"": ""12000"", ""房間數"": ""6""}"
配普特行旅,103臺北市大同區鄭州路21巷4號(1樓至3樓),25.0492840,121.5144940,臺北市旅館709號,,一般旅館,"{""_id"": 485, ""_importdate"": {""date"": ""2025-12-29 11:10:45.543770"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館709號"", ""旅館名稱"": ""配普特行旅"", ""電話或手機號碼"": ""(02)25583669"", ""營業地址"": ""103臺北市大同區鄭州路21巷4號(1樓至3樓)"", ""客房最低定價"": ""5000"", ""客房最高定價"": ""12000"", ""房間數"": ""9""}"
酩月大飯店,108臺北市萬華區成都路21號4至5樓，23號4至5樓，27巷1號4至5樓,,,臺北市旅館445號,,一般旅館,"{""_id"": 285, ""_importdate"": {""date"": ""2025-12-29 11:10:45.316995"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館445號"", ""旅館名稱"": ""酩月大飯店"", ""電話或手機號碼"": ""(02)23755218"", ""營業地址"": ""108臺北市萬華區成都路21號4至5樓，23號4至5樓，27巷1號4至5樓"", ""客房最低定價"": ""12880"", ""客房最高定價"": ""16880"", ""房間數"": ""31""}"
采舍精品旅館,104臺北市中山區農安街34號3樓及7樓,25.0648130,121.5268130,臺北市旅館326號,,一般旅館,"{""_id"": 204, ""_importdate"": {""date"": ""2025-12-29 11:10:45.216183"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館326號"", ""旅館名稱"": ""采舍精品旅館"", ""電話或手機號碼"": ""(02)25963969"", ""營業地址"": ""104臺北市中山區農安街34號3樓及7樓"", ""客房最低定價"": ""4800"", ""客房最高定價"": ""6800"", ""房間數"": ""35""}"
野趣光延旅館,100臺北市中正區開封街一段2號2樓,25.0458310,121.5143890,臺北市旅館714號,,一般旅館,"{""_id"": 489, ""_importdate"": {""date"": ""2025-12-29 11:10:45.548112"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館714號"", ""旅館名稱"": ""野趣光延旅館"", ""電話或手機號碼"": ""(02)23140202"", ""營業地址"": ""100臺北市中正區開封街一段2號2樓"", ""客房最低定價"": ""1480"", ""客房最高定價"": ""6800"", ""房間數"": ""44""}"
野趣旅舍 T.O.HOTEL,103臺北市大同區承德路二段28號1至5樓,25.0567950,121.5192280,臺北市旅館691號,,一般旅館,"{""_id"": 471, ""_importdate"": {""date"": ""2025-12-29 11:10:45.529152"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館691號"", ""旅館名稱"": ""野趣旅舍 T.O.HOTEL"", ""電話或手機號碼"": ""(02)25521300"", ""營業地址"": ""103臺北市大同區承德路二段28號1至5樓"", ""客房最低定價"": ""2680"", ""客房最高定價"": ""9800"", ""房間數"": ""16""}"
